Date,Average Dew Point (F),Average Temperature (F),Average Relative Humidity (%),Average Daily Wind Speed (mph),Maximum Temperature (F),Minimum Temperature (F),Precipitation (in)
2020-02-03,59,66,78,15.0,75,57,0.0
2020-02-04,58,65,76,12.3,79,51,0.01
2020-02-05,39,45,82,14.3,51,38,0.02
2020-02-06,25,43,53,11.2,53,33,0.01
2020-02-07,30,54,42,8.5,73,36,0.00
2020-02-08,41,60,54,10.7,72,47,0.0
2020-02-09,63,67,85,13.6,74,61,0.25
2020-02-10,58,60,91,8.7,72,48,0.18
2020-02-11,47,49,89,10.7,52,46,0.14
2020-02-12,47,51,88,6.7,56,45,0.45
2020-02-13,38,46,73,11.2,54,38,0.00
2020-02-14,34,47,61,7.2,61,33,0.00
2020-02-15,46,56,67,7.6,69,43,0.00
2020-02-16,58,67,81,7.4,76,59,0.00
2020-02-17,65,72,86,10.5,80,64,0.00
2020-02-18,60,66,74,6.5,78,53,0.23
2020-02-19,48,50,73,11.9,52,48,0.09
2020-02-20,42,49,79,14.1,54,45,0.61
2020-02-21,33,46,61,8.1,56,36,0.00
2020-02-22,37,52,60,5.8,64,40,0.00
2020-02-23,54,58,81,9.4,66,50,0.0
2020-02-24,51,62,65,7.2,71,52,0.14
2020-02-25,42,59,56,11.2,69,49,0.00
2020-02-26,28,45,47,15.0,56,35,0.00
2020-02-27,26,46,48,3.4,62,30,0.00
2020-02-28,32,54,45,4.0,73,36,0.00
2020-02-29,41,62,50,10.5,76,47,0.00
2020-03-01,60,68,76,13.9,76,60,0.00
2020-03-02,64,74,75,9.4,80,68,0.00
2020-03-03,66,74,79,5.4,80,68,0.00
2020-03-04,58,63,80,13.6,71,56,0.43
2020-03-05,44,63,55,8.7,76,51,0.00
2020-03-06,31,62,35,10.1,73,50,0.00
2020-03-07,35,55,48,7.2,62,48,0.00
2020-03-08,51,63,68,12.8,77,49,0.00
2020-03-09,62,67,87,10.5,70,63,0.20
2020-03-10,63,72,78,4.7,82,61,0.00
2020-03-11,63,73,74,8.9,82,64,0.00
2020-03-12,63,76,70,12.8,84,68,0.00
2020-03-13,65,76,75,11.4,84,68,0.00
2020-03-14,67,76,77,10.5,83,69,0.00
2020-03-15,66,71,85,6.7,78,63,0.0
2020-03-16,63,69,82,4.9,77,60,0.00
2020-03-17,67,76,78,10.5,85,68,0.0
2020-03-18,67,76,79,14.1,81,71,0.00
2020-03-19,68,77,78,13.2,82,72,0.05
2020-03-20,59,62,91,11.6,73,51,0.86
2020-03-21,51,54,88,10.1,59,49,0.82
2020-03-22,62,63,95,4.0,70,56,0.07
2020-03-23,68,77,82,9.6,84,69,0.00
2020-03-24,66,74,77,7.4,86,63,0.00
2020-03-25,66,74,80,6.0,87,61,0.00
2020-03-26,67,77,78,11.9,87,67,0.00
2020-03-27,67,80,72,13.9,89,70,0.00
2020-03-28,62,66,81,7.6,78,54,0.03
2020-03-29,52,63,65,5.1,78,49,0.03
2020-03-30,62,71,76,8.3,76,65,0.00
2020-03-31,54,64,73,10.5,73,55,0.0
2020-04-01,50,64,63,8.3,77,51,0.00
2020-04-02,60,67,81,9.6,77,58,0.07
2020-04-03,60,65,88,9.6,80,49,1.02
2020-04-04,49,50,95,9.4,53,46,0.23
2020-04-05,57,60,90,5.8,69,50,0.00
2020-04-06,65,70,85,6.0,78,61,0.00
2020-04-07,71,78,83,8.1,85,72,0.00
2020-04-08,73,81,82,7.2,89,72,0.00
2020-04-09,70,78,87,6.3,88,67,1.59
2020-04-10,57,67,71,9.6,73,61,0.00
2020-04-11,62,67,80,10.1,77,57,0.0
2020-04-12,59,73,64,12.1,85,61,0.14
2020-04-13,43,54,62,11.6,63,46,0.00
2020-04-14,43,56,65,12.3,66,46,0.00
2020-04-15,41,56,58,5.8,68,44,0.00
2020-04-16,47,63,58,9.6,77,48,0.00
2020-04-17,60,67,85,7.4,77,56,0.0
2020-04-18,57,63,82,7.6,71,55,0.02
2020-04-19,63,76,73,8.7,88,63,0.06
2020-04-20,65,74,79,5.8,83,65,0.00
2020-04-21,64,75,71,7.6,84,66,0.00
2020-04-22,72,74,91,9.8,81,67,0.19
2020-04-23,60,74,64,8.3,84,64,0.00
2020-04-24,59,76,56,9.6,92,59,0.03
2020-04-25,51,69,54,9.6,78,60,0.0
2020-04-26,52,69,55,4.3,85,54,0.00
2020-04-27,59,72,64,13.4,87,57,0.00
2020-04-28,70,80,76,13.6,87,72,0.01
2020-04-29,54,72,58,10.7,82,61,0.50
2020-04-30,50,68,51,4.7,83,53,0.00
2020-05-01,58,72,62,10.1,86,58,0.00
2020-05-02,65,76,71,12.3,88,64,0.00
2020-05-03,66,80,69,11.9,90,69,0.00
2020-05-04,69,81,70,13.0,91,72,0.00
2020-05-05,66,76,71,8.9,83,70,0.0
2020-05-06,49,74,43,8.5,85,62,0.00
2020-05-07,59,72,60,12.5,86,59,0.00
2020-05-08,61,74,65,16.1,88,61,0.00
2020-05-09,50,67,57,10.7,74,59,0.00
2020-05-10,49,67,54,5.6,80,53,0.00
2020-05-11,55,71,55,9.2,84,58,0.00
2020-05-12,65,72,87,8.1,79,66,1.36
2020-05-13,67,78,75,8.7,88,67,0.00
2020-05-14,70,81,75,9.2,91,71,0.0
2020-05-15,70,81,79,8.9,92,70,0.0
2020-05-16,65,71,84,10.5,76,65,1.10
2020-05-17,64,76,70,8.1,86,66,0.04
2020-05-18,64,78,61,3.8,92,65,0.00
2020-05-19,70,81,69,8.3,94,69,0.00
2020-05-20,72,83,72,8.5,93,74,0.00
2020-05-21,72,83,76,11.2,90,75,0.00
2020-05-22,73,84,71,12.8,93,75,0.00
2020-05-23,72,86,69,11.9,93,78,0.00
2020-05-24,70,77,87,11.4,88,66,0.26
2020-05-25,66,72,82,8.1,78,67,0.05
2020-05-26,65,74,74,5.1,83,66,0.02
2020-05-27,64,74,83,6.0,86,62,1.28
2020-05-28,66,76,72,4.0,89,63,0.00
2020-05-29,63,78,61,8.5,88,68,0.00
2020-05-30,63,77,62,6.3,87,67,0.00
2020-05-31,67,79,70,6.3,86,71,0.00
2020-06-01,69,80,70,5.4,86,74,0.00
2020-06-02,70,82,68,6.0,91,73,0.00
2020-06-03,71,82,76,3.8,92,72,0.0
2020-06-04,72,83,73,6.5,92,74,0.00
2020-06-05,72,83,69,5.8,92,74,0.00
2020-06-06,72,85,67,6.7,96,74,0.04
2020-06-07,70,85,63,7.6,95,76,0.00
2020-06-08,72,86,63,6.9,96,75,0.00
2020-06-09,75,88,68,10.3,96,79,0.00
2020-06-10,51,80,36,8.7,91,69,0.00
2020-06-11,53,77,43,4.9,92,62,0.00
2020-06-12,58,79,49,8.3,91,67,0.00
2020-06-13,58,81,45,8.3,93,70,0.00
2020-06-14,61,80,51,5.4,93,66,0.00
2020-06-15,68,83,62,5.8,95,71,0.00
2020-06-16,66,83,59,6.0,94,73,0.00
2020-06-17,65,81,58,7.4,93,70,0.00
2020-06-18,67,82,61,9.6,94,70,0.00
2020-06-19,70,84,68,11.2,96,72,0.0
2020-06-20,72,81,74,8.5,93,68,0.95
2020-06-21,73,85,79,8.7,94,75,0.28
2020-06-22,74,80,83,8.5,85,74,0.01
2020-06-23,72,80,82,5.8,87,73,0.22
2020-06-24,72,79,85,5.1,85,73,0.05
2020-06-25,74,81,88,6.7,87,74,0.90
2020-06-26,73,78,86,3.6,82,74,0.0
2020-06-27,75,84,76,11.2,92,76,0.0
2020-06-28,75,84,78,13.6,89,79,0.0
2020-06-29,75,86,74,16.1,92,80,0.0
2020-06-30,76,87,74,14.8,94,80,0.0
2020-07-01,75,87,72,11.6,95,79,0.00
2020-07-02,75,88,69,8.7,96,79,0.00
2020-07-03,72,87,67,6.5,97,76,0.00
2020-07-04,70,85,65,5.6,97,73,0.00
2020-07-05,74,84,73,7.4,92,76,0.0
2020-07-06,74,87,68,9.4,95,79,0.01
2020-07-07,75,85,78,8.3,92,77,0.75
2020-07-08,75,87,70,10.7,96,77,0.0
2020-07-09,74,89,67,11.9,98,79,0.00
2020-07-10,74,88,67,8.1,98,78,0.00
2020-07-11,73,89,65,7.4,99,78,0.00
2020-07-12,74,89,65,8.7,100,78,0.00
2020-07-13,72,90,61,9.6,101,78,0.00
2020-07-14,72,89,62,12.1,100,78,0.00
2020-07-15,72,88,65,10.1,97,79,0.00
2020-07-16,72,88,63,7.8,99,77,0.00
2020-07-17,73,89,67,6.0,99,78,0.00
2020-07-18,72,86,67,6.9,96,75,0.00
2020-07-19,71,87,64,5.1,98,75,0.00
2020-07-20,72,86,68,6.7,96,76,0.00
2020-07-21,74,83,75,8.7,91,76,0.0
2020-07-22,75,85,77,6.9,92,78,0.00
2020-07-23,72,88,64,6.7,99,77,0.00
2020-07-24,73,89,66,9.6,98,79,0.07
2020-07-25,74,86,78,11.2,95,77,0.15
2020-07-26,75,85,85,7.8,93,76,0.06
2020-07-27,73,86,75,5.8,96,75,0.11
2020-07-28,75,85,85,3.8,95,76,1.43
2020-07-29,74,85,79,9.6,94,76,0.03
2020-07-30,74,87,70,11.0,96,77,0.00
2020-07-31,75,86,77,7.2,96,76,0.13
2020-08-01,72,83,72,2.9,95,72,0.31
2020-08-02,71,83,75,4.3,93,74,0.01
2020-08-03,69,84,65,2.9,97,71,0.0
2020-08-04,71,87,63,5.1,97,76,0.00
2020-08-05,71,86,61,6.7,96,76,0.00
2020-08-06,72,85,67,8.5,95,74,0.00
2020-08-07,72,86,65,7.8,96,75,0.00
2020-08-08,72,86,67,7.2,96,76,0.00
2020-08-09,74,87,69,10.3,97,77,0.00
2020-08-10,74,88,68,10.5,98,77,0.00
2020-08-11,74,88,67,9.6,98,77,0.00
2020-08-12,74,88,66,8.7,99,77,0.00
2020-08-13,73,89,64,7.6,99,79,0.00
2020-08-14,72,89,61,10.3,100,78,0.00
2020-08-15,72,90,60,8.1,101,78,0.00
2020-08-16,71,90,57,5.8,102,78,0.00
2020-08-17,66,83,58,6.0,95,71,0.04
2020-08-18,64,87,50,5.1,101,73,0.00
2020-08-19,60,85,44,6.9,98,72,0.00
2020-08-20,60,85,47,6.3,98,72,0.00
2020-08-21,65,85,55,5.4,99,72,0.00
2020-08-22,69,83,70,4.7,92,74,0.03
2020-08-23,66,85,55,4.5,97,72,0.00
2020-08-24,65,86,52,6.0,98,74,0.00
2020-08-25,68,89,52,9.2,100,77,0.00
2020-08-26,74,87,79,8.5,95,78,0.10
2020-08-27,71,87,64,5.8,98,75,0.00
2020-08-28,75,89,72,9.8,103,75,0.09
2020-08-29,74,87,69,8.3,99,76,0.00
2020-08-30,75,89,67,8.7,99,79,0.00
2020-08-31,76,90,68,12.8,100,80,0.00
2020-09-01,76,92,68,15.4,100,83,0.0
2020-09-02,73,82,77,5.8,89,75,0.04
2020-09-03,74,80,84,7.2,87,72,0.59
2020-09-04,74,79,91,6.9,86,72,0.88
2020-09-05,73,83,86,5.8,92,73,0.15
2020-09-06,71,83,72,3.8,94,72,0.00
2020-09-07,72,83,71,6.5,94,73,0.00
2020-09-08,74,80,87,6.0,85,76,0.07
2020-09-09,74,80,83,8.3,92,67,0.13
2020-09-10,64,67,88,10.1,73,61,0.17
2020-09-11,68,78,77,8.7,88,67,0.00
2020-09-12,69,82,67,8.1,93,71,0.00
2020-09-13,72,85,74,8.7,94,75,0.27
2020-09-14,73,82,76,10.5,90,74,0.0
2020-09-15,73,83,76,8.1,90,75,0.03
2020-09-16,71,83,68,7.6,92,74,0.00
2020-09-17,71,81,74,8.3,90,72,0.0
2020-09-18,65,81,63,12.5,89,72,0.00
2020-09-19,60,77,61,12.8,86,68,0.00
2020-09-20,63,74,73,11.4,86,62,0.08
2020-09-21,66,72,85,14.3,74,70,0.14
2020-09-22,70,72,97,13.4,73,70,1.22
2020-09-23,67,74,84,11.6,81,68,0.01
2020-09-24,65,71,80,6.7,74,67,0.0
2020-09-25,62,72,74,1.1,85,60,0.00
2020-09-26,67,76,75,7.4,88,64,0.00
2020-09-27,72,83,76,12.5,91,75,0.00
2020-09-28,53,70,56,15.4,79,61,0.04
2020-09-29,45,68,50,5.6,82,53,0.00
2020-09-30,46,69,47,3.4,85,53,0.00
2020-10-01,51,72,51,5.4,90,54,0.00
2020-10-02,45,71,44,6.5,83,58,0.00
2020-10-03,52,70,55,6.9,83,57,0.00
2020-10-04,59,72,66,5.6,86,58,0.00
2020-10-05,57,74,62,5.8,86,61,0.00
2020-10-06,60,74,65,3.8,88,61,0.00
2020-10-07,54,75,53,2.7,89,60,0.00
2020-10-08,67,79,73,7.6,89,68,0.0
2020-10-09,69,79,77,11.4,87,70,0.0
2020-10-10,68,78,75,3.8,90,65,0.00
2020-10-11,70,83,72,9.4,94,71,0.00
2020-10-12,61,79,59,9.2,88,69,0.00
2020-10-13,50,76,42,5.6,89,62,0.00
2020-10-14,64,77,69,8.1,89,64,0.00
2020-10-15,67,76,78,10.5,87,65,0.00
2020-10-16,44,65,46,11.6,76,55,0.0
2020-10-17,60,69,68,10.5,82,55,0.00
2020-10-18,67,80,73,12.5,89,70,0.00
2020-10-19,71,82,78,8.5,92,72,0.00
2020-10-20,69,81,72,8.9,89,72,0.00
2020-10-21,69,79,77,5.8,89,69,0.00
2020-10-22,70,79,80,6.9,89,69,0.00
2020-10-23,63,69,86,11.0,84,53,0.11
2020-10-24,48,59,65,8.5,68,50,0.00
2020-10-25,62,68,83,7.4,75,61,0.00
2020-10-26,60,65,89,11.4,81,49,0.13
2020-10-27,47,49,95,10.5,51,46,0.04
2020-10-28,43,47,88,9.6,55,40,0.17
2020-10-29,41,50,70,10.7,61,39,0.00
2020-10-30,40,57,59,5.6,71,43,0.00
2020-10-31,44,60,59,3.8,75,44,0.00
2020-11-01,47,64,58,7.2,79,49,0.00
2020-11-02,37,60,46,4.3,75,45,0.00
2020-11-03,38,61,48,4.0,78,43,0.00
2020-11-04,50,63,64,6.3,79,47,0.00
2020-11-05,59,71,72,7.6,81,60,0.00
2020-11-06,53,70,64,4.3,82,58,0.00
2020-11-07,53,67,63,3.6,82,52,0.00
2020-11-08,61,69,81,6.0,79,58,0.00
2020-11-09,65,75,76,8.9,84,66,0.00
2020-11-10,65,76,77,6.9,85,66,0.00
2020-11-11,47,72,41,7.4,84,61,0.00
2020-11-12,55,71,57,4.0,85,57,0.00
2020-11-13,64,69,86,4.5,76,63,0.0
2020-11-14,68,79,74,12.8,88,70,0.0
2020-11-15,34,63,36,11.4,76,50,0.03
2020-11-16,29,58,33,4.7,75,40,0.00
2020-11-17,32,60,39,4.5,78,41,0.00
2020-11-18,39,63,46,6.3,79,46,0.00
2020-11-19,56,66,72,8.5,81,51,0.00
2020-11-20,64,72,79,8.1,82,63,0.00
2020-11-21,60,73,71,5.1,82,64,0.00
2020-11-22,58,69,72,7.8,83,56,0.00
2020-11-23,53,58,84,8.5,63,53,0.00
2020-11-24,63,70,80,13.6,80,60,0.01
2020-11-25,45,62,59,8.1,75,49,0.33
2020-11-26,54,63,69,6.5,78,48,0.00
2020-11-27,64,67,92,7.6,73,61,0.27
2020-11-28,57,58,94,8.9,62,54,0.26
2020-11-29,46,53,81,12.3,59,47,0.06
2020-11-30,27,43,51,9.8,54,32,0.00
2020-12-01,32,46,59,8.1,63,29,0.00
2020-12-02,49,54,83,7.6,64,44,0.22
2020-12-03,35,47,63,11.0,55,38,0.00
2020-12-04,34,49,59,6.7,59,39,0.00
2020-12-05,37,45,69,2.7,56,34,0.02
2020-12-06,39,51,66,6.9,65,37,0.00
2020-12-07,34,54,53,6.5,67,41,0.00
2020-12-08,34,56,52,2.9,75,36,0.00
2020-12-09,33,60,45,2.5,81,38,0.00
2020-12-10,47,61,60,8.3,78,44,0.00
2020-12-11,60,64,89,4.3,68,60,0.57
2020-12-12,45,56,65,7.8,64,49,0.0
2020-12-13,46,52,81,12.8,61,42,0.20
2020-12-14,34,45,69,9.4,52,39,0.00
2020-12-15,42,45,83,6.5,50,40,0.0
2020-12-16,32,43,70,7.8,50,36,0.0
2020-12-17,31,44,64,2.9,59,29,0.00
2020-12-18,45,52,74,9.6,68,36,0.0
2020-12-19,53,57,87,6.7,65,49,1.28
2020-12-20,43,53,72,3.4,67,40,0.00
2020-12-21,44,56,68,3.6,72,39,0.00
2020-12-22,48,60,70,8.7,73,46,0.00
2020-12-23,49,64,62,14.3,78,50,0.00
2020-12-24,18,45,36,13.2,54,35,0.00
2020-12-25,24,49,40,3.4,65,33,0.00
2020-12-26,36,54,56,8.5,70,38,0.00
2020-12-27,51,62,71,10.1,76,49,0.00
2020-12-28,56,66,77,7.6,77,55,0.00
2020-12-29,57,66,73,15.7,75,57,0.0
2020-12-30,56,63,85,15.0,77,48,0.62
2020-12-31,44,44,90,12.5,49,39,1.70
2021-01-01,33,42,72,10.7,47,37,0.00
2021-01-02,32,48,60,6.3,57,39,0.00
2021-01-03,38,54,61,9.2,69,38,0.00
2021-01-04,45,59,66,4.7,75,43,0.00
2021-01-05,41,57,54,7.4,72,42,0.00
2021-01-06,50,59,75,11.4,71,46,1.64
2021-01-07,37,47,65,11.0,56,38,0.00
2021-01-08,35,45,69,7.8,53,37,0.00
2021-01-09,32,44,63,6.0,55,33,0.0
2021-01-10,33,40,87,10.7,46,33,0.82
2021-01-11,31,35,83,5.6,40,30,0.00
2021-01-12,31,38,74,2.0,50,26,0.0
2021-01-13,34,46,66,5.8,61,31,0.00
2021-01-14,34,53,53,10.3,66,40,0.00
2021-01-15,20,48,35,11.6,59,37,0.00
2021-01-16,21,46,38,5.6,60,32,0.00
2021-01-17,28,51,46,3.6,67,34,0.00
2021-01-18,44,56,62,10.3,73,38,0.00
2021-01-19,55,63,83,9.4,74,52,0.05
2021-01-20,51,56,89,6.7,61,51,0.01
2021-01-21,55,57,91,3.4,62,51,0.12
2021-01-22,57,62,86,4.7,69,55,0.0
2021-01-23,56,61,87,7.2,67,55,0.00
2021-01-24,64,68,90,8.7,73,62,0.05
2021-01-25,51,63,59,9.6,75,50,0.0
2021-01-26,39,61,48,6.5,75,46,0.00
2021-01-27,35,54,51,13.4,66,41,0.00
2021-01-28,31,47,58,6.7,57,36,0.00
2021-01-29,42,53,66,9.2,67,39,0.00
2021-01-30,57,65,80,11.2,75,56,0.02
2021-01-31,36,56,47,12.5,64,47,0.00
2021-02-01,30,53,48,9.2,65,40,0.00
2021-02-02,32,53,45,5.4,67,38,0.00
2021-02-03,48,59,70,11.6,73,45,0.00
2021-02-04,52,67,63,13.9,80,53,0.00
2021-02-05,38,50,63,8.5,54,46,0.08
2021-02-06,42,59,67,8.5,73,45,0.00
2021-02-07,39,52,65,8.9,66,38,0.00
2021-02-08,53,62,78,10.3,73,50,0.00
2021-02-09,48,56,83,7.8,63,48,0.0
2021-02-10,40,44,91,11.9,49,38,0.01
2021-02-11,31,35,88,15.7,38,32,0.14
2021-02-12,26,32,81,17.0,33,30,0.0
2021-02-13,25,31,81,15.2,33,28,0.0
2021-02-14,22,24,84,16.8,31,17,0.0
2021-02-15,7,15,69,14.3,20,9,0.43
2021-02-16,8,16,62,5.4,27,5,0.01
2021-02-17,27,30,86,13.0,34,26,1.09
2021-02-18,23,30,79,13.4,33,26,0.0
2021-02-19,23,31,72,5.1,41,20,0.00
2021-02-20,33,45,68,8.7,61,28,0.00
2021-02-21,47,58,69,10.5,73,43,0.0
2021-02-22,36,59,46,4.7,74,44,0.00
2021-02-23,46,61,60,9.4,79,42,0.00
2021-02-24,57,69,70,8.7,81,58,0.00
2021-02-25,52,62,76,7.2,68,55,0.03
2021-02-26,52,60,83,5.1,70,50,0.06
2021-02-27,63,71,79,11.6,81,60,0.0
2021-02-28,64,72,75,12.3,83,60,0.0
2021-03-01,47,54,87,15.7,60,48,0.43
2021-03-02,39,54,60,9.6,65,44,0.01
2021-03-03,39,54,56,3.6,69,40,0.00
2021-03-04,41,59,54,7.8,74,44,0.00
2021-03-05,50,65,67,9.8,80,50,0.00
2021-03-06,41,59,56,10.1,68,50,0.00
2021-03-07,32,56,40,6.9,70,43,0.00
2021-03-08,41,58,52,6.7,73,43,0.00
2021-03-09,55,66,72,13.4,76,56,0.00
2021-03-10,60,70,76,16.6,80,60,0.0
2021-03-11,62,74,70,15.0,80,68,0.0
2021-03-12,64,76,74,12.1,84,68,0.0
2021-03-13,62,74,72,15.0,82,65,0.00
2021-03-14,56,59,86,7.2,70,48,0.24
2021-03-15,53,63,68,4.9,82,44,0.00
2021-03-16,65,74,76,9.6,81,67,0.00
2021-03-17,49,65,55,16.3,78,51,0.48
2021-03-18,37,56,48,13.6,67,45,0.00
2021-03-19,39,54,59,9.6,66,43,0.00
2021-03-20,40,56,58,4.7,69,42,0.00
2021-03-21,44,58,62,8.5,71,44,0.00
2021-03-22,56,63,76,13.2,71,55,0.0
2021-03-23,50,70,59,4.7,80,59,0.55
2021-03-24,58,62,80,10.1,71,53,0.0
2021-03-25,51,64,65,8.5,74,54,0.02
2021-03-26,51,67,57,7.2,82,51,0.00
2021-03-27,67,76,80,8.5,83,68,0.0
2021-03-28,40,64,41,12.8,74,54,0.0
2021-03-29,42,60,49,6.9,75,44,0.00
2021-03-30,63,72,75,13.2,83,62,0.00
2021-03-31,49,64,57,13.4,74,54,0.0
2021-04-01,32,56,40,7.2,70,43,0.00
2021-04-02,34,56,44,7.8,70,42,0.00
2021-04-03,48,60,71,8.1,68,51,0.02
2021-04-04,53,63,78,5.8,73,52,0.08
2021-04-05,59,67,77,8.9,78,56,0.01
2021-04-06,63,76,72,16.3,85,66,0.0
2021-04-07,61,70,71,9.8,83,57,0.19
2021-04-08,59,68,71,7.6,86,50,0.22
2021-04-09,66,79,74,14.1,86,71,0.00
2021-04-10,46,68,48,11.4,79,57,0.00
2021-04-11,45,67,42,6.9,85,50,0.00
2021-04-12,61,71,71,9.2,84,57,0.00
2021-04-13,66,77,73,7.8,84,70,0.03
2021-04-14,66,74,81,7.2,79,68,0.0
2021-04-15,59,65,83,10.5,69,61,0.48
2021-04-16,60,66,87,9.6,71,60,0.07
2021-04-17,48,58,70,14.1,65,51,0.00
2021-04-18,44,59,60,8.1,69,49,0.00
2021-04-19,43,60,53,2.7,73,46,0.00
2021-04-20,47,66,56,10.5,82,50,0.00
2021-04-21,32,56,41,11.9,67,44,0.00
2021-04-22,46,60,57,10.1,72,49,0.0
2021-04-23,64,71,88,8.1,76,65,1.68
2021-04-24,59,72,68,10.1,81,62,0.00
2021-04-25,59,71,66,9.8,83,58,0.00
2021-04-26,62,74,69,13.4,83,65,0.00
2021-04-27,68,74,81,12.5,79,70,0.0
2021-04-28,70,81,73,17.0,87,74,0.0
2021-04-29,71,78,83,7.2,84,72,0.28
2021-04-30,66,72,82,9.6,76,69,0.23
2021-05-01,65,73,84,9.8,79,67,1.36
2021-05-02,66,77,74,11.6,87,66,0.04
2021-05-03,71,82,72,13.4,90,74,0.00
2021-05-04,66,72,77,8.7,79,65,0.44
2021-05-05,56,69,63,7.2,81,57,0.00
2021-05-06,58,74,60,5.8,86,61,0.00
2021-05-07,56,74,55,7.8,85,63,0.00
2021-05-08,66,75,71,15.0,88,62,0.00
2021-05-09,70,82,72,12.8,88,76,0.0
2021-05-10,71,79,82,7.4,87,70,0.00
2021-05-11,66,77,84,11.4,90,64,0.84
2021-05-12,58,64,81,12.3,67,61,0.0
2021-05-13,58,70,65,7.6,79,61,0.00
2021-05-14,59,74,62,6.7,81,66,0.00
2021-05-15,63,74,71,7.8,84,63,0.00
2021-05-16,67,74,81,10.1,79,68,0.03
2021-05-17,68,77,83,7.4,87,66,0.04
2021-05-18,66,76,80,11.2,86,66,1.84
2021-05-19,63,69,79,5.1,73,65,0.01
2021-05-20,66,76,75,4.9,84,68,0.00
2021-05-21,68,80,78,7.6,87,72,0.0
2021-05-22,71,78,83,12.3,82,73,0.26
2021-05-23,69,72,90,6.9,75,70,0.68
2021-05-24,70,76,88,8.1,81,71,0.55
2021-05-25,72,78,85,9.8,83,72,0.09
2021-05-26,72,81,75,8.7,90,73,0.00
2021-05-27,71,82,73,10.1,90,74,0.00
2021-05-28,69,79,76,13.0,89,69,1.01
2021-05-29,64,78,63,4.3,89,67,0.00
2021-05-30,68,79,72,8.9,85,73,0.00
2021-05-31,69,79,72,11.0,87,71,0.01
2021-06-01,68,77,77,6.7,83,71,1.29
2021-06-02,67,78,73,3.8,87,68,0.13
2021-06-03,67,76,81,6.3,84,68,0.06
2021-06-04,68,76,81,5.6,82,70,0.0
2021-06-05,69,80,78,3.6,87,72,0.02
2021-06-06,71,80,73,7.4,90,70,0.0
2021-06-07,72,81,79,10.1,87,75,0.02
2021-06-08,75,83,75,9.8,91,76,0.10
2021-06-09,75,86,74,10.3,94,78,0.00
2021-06-10,74,86,71,9.6,95,77,0.00
2021-06-11,73,86,69,10.1,93,79,0.00
2021-06-12,73,85,72,3.4,93,76,0.0
2021-06-13,74,88,66,4.0,97,78,0.00
2021-06-14,74,88,70,2.9,97,78,0.0
2021-06-15,71,85,65,6.0,97,73,0.37
2021-06-16,69,83,61,4.3,95,71,0.00
2021-06-17,72,87,64,3.8,97,76,0.00
2021-06-18,66,83,55,2.9,92,74,0.00
2021-06-19,68,83,58,4.5,94,72,0.00
2021-06-20,74,85,71,10.5,95,75,0.00
2021-06-21,76,81,79,9.4,90,73,0.27
2021-06-22,72,79,79,6.5,88,70,0.53
2021-06-23,75,85,73,8.1,95,76,0.00
2021-06-24,76,86,73,10.3,95,77,0.0
2021-06-25,75,87,71,10.1,95,78,0.00
2021-06-26,73,85,68,11.2,94,77,0.00
2021-06-27,73,82,80,5.8,90,74,0.06
2021-06-28,72,78,84,6.7,85,72,0.85
2021-06-29,73,81,79,7.2,88,75,0.0
2021-06-30,73,84,72,5.4,93,75,0.0
2021-07-01,73,84,70,2.9,92,76,0.0
2021-07-02,73,85,75,4.3,94,77,0.0
2021-07-03,74,80,88,3.8,85,74,0.51
2021-07-04,73,81,85,4.0,87,74,0.25
2021-07-05,74,84,84,5.4,92,76,0.18
2021-07-06,74,82,82,6.0,89,75,0.19
2021-07-07,71,81,74,5.4,88,73,0.0
2021-07-08,72,82,79,7.6,89,75,0.72
2021-07-09,72,78,83,9.6,84,71,0.23
2021-07-10,75,84,75,9.2,93,75,0.00
2021-07-11,73,83,77,5.6,91,74,0.0
2021-07-12,71,77,83,6.7,84,69,1.02
2021-07-13,71,83,77,3.1,93,72,0.0
2021-07-14,72,82,78,5.6,92,72,0.03
2021-07-15,74,84,77,7.8,91,77,0.20
2021-07-16,74,85,74,9.2,94,77,0.00
2021-07-17,74,85,71,6.9,93,76,0.00
2021-07-18,74,85,73,4.9,93,76,0.0
2021-07-19,74,85,76,5.6,93,77,0.00
2021-07-20,71,82,72,6.5,90,74,0.0
2021-07-21,71,83,71,5.4,91,75,0.0
2021-07-22,72,83,76,5.8,93,74,0.68
2021-07-23,73,85,72,8.5,95,75,0.00
2021-07-24,74,86,70,7.2,95,77,0.00
2021-07-25,72,85,69,5.4,95,75,0.00
2021-07-26,72,85,70,4.5,95,74,0.00
2021-07-27,72,85,65,4.0,95,75,0.0
2021-07-28,72,85,64,4.5,95,76,0.00
2021-07-29,74,87,69,3.4,96,78,0.0
2021-07-30,74,87,69,3.4,96,78,0.00
2021-07-31,74,87,68,5.8,96,77,0.00
2021-08-01,74,88,67,6.0,97,78,0.0
2021-08-02,73,81,77,6.7,87,76,0.0
2021-08-03,73,84,70,6.9,92,76,0.0
2021-08-04,72,85,69,7.2,93,76,0.0
2021-08-05,69,80,68,5.1,85,75,0.00
2021-08-06,72,83,73,5.4,92,74,0.0
2021-08-07,73,84,73,9.6,93,75,0.02
2021-08-08,74,87,70,11.2,96,78,0.00
2021-08-09,75,87,70,11.0,95,79,0.00
2021-08-10,75,88,70,10.3,97,78,0.00
2021-08-11,75,87,70,8.9,96,77,0.0
